index_ccl	ccl_name	snp_fp_status	culture_media	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	cell_line_cluster_id	master_ccl_id
578	ECC12	SNP-unconfirmed	RPMI001	stomach	carcinoma	small_cell_adenocarcinoma	40;99;203;260;374;484;520;586;605;611;629;643;645;654;659;660	232
579	FU97	SNP-matched-reference	DMEM004	stomach	carcinoma	diffuse_adenocarcinoma	387;496;583;611;629;643;645;654;659;660	259
580	GSS	SNP-not-tested	RPMI001	stomach	carcinoma	adenocarcinoma	88;144;186;260;374;484;520;586;605;611;629;643;645;654;659;660	285
581	GSU	SNP-matched-reference	RPMI001	stomach	carcinoma	adenocarcinoma	498;555;575;605;611;629;643;645;654;659;660	286
582	HGC27	SNP-matched-reference	MEM001	stomach	carcinoma	undifferentiated_adenocarcinoma	118;270;393;423;480;556;569;601;604;615;624;631;638;647;651;657;660	368
583	HS746T	SNP-matched-reference	DMEM001	stomach	carcinoma		143;278;466;536;566;589;607;628;638;647;651;657;660	418
584	IM95	SNP-matched-reference	DMEM001	stomach	carcinoma	intestinal_adenocarcinoma	127;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	474
585	KE39	SNP-matched-reference	RPMI001	stomach	carcinoma		159;306;434;476;528;560;586;605;611;629;643;645;654;659;660	526
586	LMSU	SNP-not-tested	HAMSF10001	stomach	carcinoma	adenocarcinoma	263;373;409;566;589;607;628;638;647;651;657;660	603
587	MKN1	SNP-matched-reference	RPMI001	stomach	carcinoma	mixed_adenosquamous_carcinoma	431;534;564;603;627;636;646;651;657;660	682
588	MKN45	SNP-matched-reference	RPMI001	stomach	carcinoma	diffuse_adenocarcinoma	625;637;653;658;662	683
589	MKN7	SNP-matched-reference	RPMI001	stomach	carcinoma	tubular_adenocarcinoma	179;303;342;483;524;593;615;624;631;638;647;651;657;660	684
590	MKN74	SNP-matched-reference	RPMI001	stomach	carcinoma	tubular_adenocarcinoma	173;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	685
591	NCIN87	SNP-matched-reference	RPMI001	stomach	carcinoma		388;507;540;574;591;598;616;630;643;645;654;659;660	134841
592	NUGC3	SNP-matched-reference	RPMI001	stomach	carcinoma		128;287;335;419;462;504;511;600;609;624;631;638;647;651;657;660	877
593	OCUM1	SNP-matched-reference	DMEM010	stomach	carcinoma	diffuse_adenocarcinoma	622;635;645;654;659;660	893
594	SH10TC	SNP-matched-reference	RPMI001	stomach	carcinoma		137;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1024
595	SNU216	SNP-matched-reference	RPMI001	stomach	carcinoma		163;338;421;489;562;590;593;615;624;631;638;647;651;657;660	1094
596	SNU601	SNP-matched-reference	RPMI001	stomach	carcinoma		135;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1114
597	SNU668	SNP-matched-reference	RPMI001	stomach	carcinoma	signet_ring_adenocarcinoma	62;119;422;500;537;550;572;602;608;627;636;646;651;657;660	1118
598	SNU719	SNP-matched-reference	RPMI001	stomach	carcinoma		159;306;434;476;528;560;586;605;611;629;643;645;654;659;660	1120
599	8305C	SNP-matched-reference	DMEM001	thyroid	carcinoma	anaplastic_carcinoma	21;149;204;381;465;520;586;605;611;629;643;645;654;659;660	20
600	8505C	SNP-matched-reference	EMEM001	thyroid	carcinoma	anaplastic_carcinoma	71;205;289;408;447;522;564;603;627;636;646;651;657;660	21
601	BCPAP	SNP-matched-reference	RPMI001	thyroid	carcinoma	papillary_carcinoma	149;204;381;465;520;586;605;611;629;643;645;654;659;660	57
602	BHT101	SNP-matched-reference	DMEM006	thyroid	carcinoma	anaplastic_carcinoma	114;322;426;523;574;591;598;616;630;643;645;654;659;660	64
603	CAL62	SNP-matched-reference	DMEM001	thyroid	carcinoma	anaplastic_carcinoma	273;371;515;632;641;654;659;660	119
604	CGTHW1	SNP-matched-reference	RPMI001	thyroid	carcinoma	follicular_carcinoma	373;409;566;589;607;628;638;647;651;657;660	139
605	FTC133	SNP-not-tested	DMEMF12001	thyroid	carcinoma	follicular_carcinoma	307;390;474;570;599;634;646;651;657;660	257
606	FTC238	SNP-matched-reference	DMEMF12003	thyroid	carcinoma	follicular_carcinoma	13;61;117;246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	258
607	ML1	SNP-not-tested	DMEM006	thyroid	carcinoma	follicular_carcinoma	229;362;542;567;600;609;624;631;638;647;651;657;660	686
608	SW579	SNP-matched-reference	DMEM001	thyroid	carcinoma	anaplastic_carcinoma	9;35;79;263;373;409;566;589;607;628;638;647;651;657;660	1165
609	TTTHYROID	SNP-matched-reference	RPMI001	thyroid	carcinoma	medullary_carcinoma	209;367;472;507;540;574;591;598;616;630;643;645;654;659;660	1212
610	TT2609C02	SNP-matched-reference	RPMI003	thyroid	carcinoma	follicular_carcinoma	215;285;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1210
611	BHY	SNP-matched-reference	DMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	76;194;290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	65
612	BICR16	SNP-matched-reference	DMEM013	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	146;301;424;502;556;569;601;604;615;624;631;638;647;651;657;660	66
613	BICR18	SNP-matched-reference	DMEM013	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	195;285;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	67
614	BICR22	SNP-matched-reference	DMEM013	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	31;52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	68
615	BICR31	SNP-matched-reference	DMEM013	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	27;121;243;389;420;477;530;545;584;595;609;624;631;638;647;651;657;660	69
616	BICR56	SNP-matched-reference	DMEM013	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	356;510;527;588;623;631;638;647;651;657;660	70
617	BICR6	SNP-matched-reference	DMEM005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	47;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	71
618	CAL27	SNP-matched-reference	DMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	39;291;326;501;530;545;584;595;609;624;631;638;647;651;657;660	114
619	CAL33	SNP-matched-reference	DMEM005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	78;124;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	116
620	DETROIT562	SNP-matched-reference	EMEM001	upper_aerodigestive_tract	carcinoma		162;228;358;445;521;550;572;602;608;627;636;646;651;657;660	208
621	FADU	SNP-matched-reference	EMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	152;346;468;587;599;634;646;651;657;660	255
622	HSC2	SNP-matched-reference	EMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	129;196;326;501;530;545;584;595;609;624;631;638;647;651;657;660	441
623	HSC3	SNP-matched-reference	EMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	162;228;358;445;521;550;572;602;608;627;636;646;651;657;660	442
624	HSC4	SNP-not-tested	EMEM001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	152;346;468;587;599;634;646;651;657;660	443
625	PECAPJ41CLONED2	SNP-matched-reference	IMDM005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	178;280;527;588;623;631;638;647;651;657;660	939
626	PECAPJ34CLONEC12	SNP-matched-reference	IMDM005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	1;4;17;31;52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	937
627	PECAPJ15	SNP-matched-reference	IMDM005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	1;4;17;31;52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	935
628	PECAPJ49	SNP-matched-reference	IMDM002	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	4;17;31;52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	940
629	SCC25	SNP-unconfirmed	DMEMF12005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	241;399;503;551;565;601;604;615;624;631;638;647;651;657;660	1008
630	SCC4	SNP-matched-reference	DMEMF12003	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	298;356;510;527;588;623;631;638;647;651;657;660	1009
631	SCC9	SNP-not-tested	DMEMF12005	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	27;121;243;389;420;477;530;545;584;595;609;624;631;638;647;651;657;660	1010
632	SNU1041	SNP-unconfirmed	RPMI001	upper_aerodigestive_tract	carcinoma		222;365;445;521;550;572;602;608;627;636;646;651;657;660	1078
633	SNU1066	SNP-unconfirmed	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	385;533;604;615;624;631;638;647;651;657;660	1079
634	SNU1076	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	76;194;290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1080
635	SNU1214	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	182;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1087
636	SNU46	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	422;500;537;550;572;602;608;627;636;646;651;657;660	1106
637	SNU899	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	62;119;422;500;537;550;572;602;608;627;636;646;651;657;660	1129
638	YD10B	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	182;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1278
639	YD38	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	29;82;194;290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1280
640	YD8	SNP-matched-reference	RPMI001	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	212;372;467;517;576;594;602;608;627;636;646;651;657;660	1281
641	253J	SNP-unconfirmed	DMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	308;374;484;520;586;605;611;629;643;645;654;659;660	8
642	253JBV	SNP-unconfirmed	DMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	273;371;515;632;641;654;659;660	9
643	5637	SNP-matched-reference	RPMI001	urinary_tract	carcinoma		131;189;274;400;454;538;559;591;598;616;630;643;645;654;659;660	3
644	639V	SNP-matched-reference	DMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	271;384;432;484;520;586;605;611;629;643;645;654;659;660	14
645	647V	SNP-not-tested	DMEM011	urinary_tract	carcinoma	transitional_cell_carcinoma	13;61;117;246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	15
646	BC3C	SNP-matched-reference	MCCOYS5A001	urinary_tract	carcinoma	transitional_cell_carcinoma	167;230;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	55
647	BFTC909	SNP-matched-reference	DMEM001	kidney	carcinoma		543;597;619;629;643;645;654;659;660	62
648	CAL29	SNP-matched-reference	DMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	325;472;507;540;574;591;598;616;630;643;645;654;659;660	115
649	HT1197	SNP-matched-reference	EMEM003	urinary_tract	carcinoma		438;524;593;615;624;631;638;647;651;657;660	448
650	HT1376	SNP-matched-reference	EMEM003	urinary_tract	carcinoma	transitional_cell_carcinoma	509;561;594;602;608;627;636;646;651;657;660	449
651	SKUT1	SNP-matched-reference	EMEM001	soft_tissue	leiomyosarcoma		262;506;570;599;634;646;651;657;660	1063
652	JMSU1	SNP-matched-reference	RPMI001	urinary_tract	carcinoma		99;203;260;374;484;520;586;605;611;629;643;645;654;659;660	506
653	KMBC2	SNP-not-tested	HAMSF12002	urinary_tract	carcinoma		298;356;510;527;588;623;631;638;647;651;657;660	537
654	KU1919	SNP-matched-reference	RPMI001	urinary_tract	carcinoma	transitional_cell_carcinoma	226;470;555;575;605;611;629;643;645;654;659;660	575
655	RT112	SNP-matched-reference	RPMI001	urinary_tract	carcinoma	transitional_cell_carcinoma	126;258;414;502;556;569;601;604;615;624;631;638;647;651;657;660	997
656	RT4	SNP-matched-reference	MCCOYS5A001	urinary_tract	carcinoma	transitional_cell_carcinoma	193;335;419;462;504;511;600;609;624;631;638;647;651;657;660	999
657	SCABER	SNP-matched-reference	EMEM003	urinary_tract	carcinoma	transitional_cell_carcinoma	39;291;326;501;530;545;584;595;609;624;631;638;647;651;657;660	1006
658	AM38	SNP-matched-reference	DMEM011	central_nervous_system	glioma	astrocytoma_Grade_IV	639;648;656;661;662	47
659	T24	SNP-matched-reference	MCCOYS5A001	urinary_tract	carcinoma	transitional_cell_carcinoma	83;184;218;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1172
660	TCCSUP	SNP-matched-reference	EMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	244;340;417;521;550;572;602;608;627;636;646;651;657;660	1183
661	UBLC1	SNP-not-tested	DMEM005	urinary_tract	carcinoma	transitional_cell_carcinoma	163;338;421;489;562;590;593;615;624;631;638;647;651;657;660	1236
662	UMUC1	SNP-matched-reference	MEM003	urinary_tract	carcinoma	transitional_cell_carcinoma	458;494;545;584;595;609;624;631;638;647;651;657;660	1243
663	UMUC3	SNP-not-tested	EMEM001	urinary_tract	carcinoma	transitional_cell_carcinoma	92;296;379;480;556;569;601;604;615;624;631;638;647;651;657;660	1244
664	VMCUB1	SNP-unconfirmed	RPMI001	urinary_tract	carcinoma	transitional_cell_carcinoma	28;82;194;290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	1250
